ticket_id,created_at,title,description,category,subcategory,priority,department,resolution,confidence_score,escalation_required,repeat_issue,automation_candidate,environment,source_channel,affected_service,sla_hours,resolver_group,similar_ticket_hint,kb_article,resolution_steps,sentiment,user_impact
INC-0692,2026-01-27 21:12:00,Switch port failure affecting ERP Network Path segment,Internet uplink to ERP Network Path saturated at 98% during business hours. Streaming and backups competing.,Network,Firewall Misconfiguration,Medium,NOC,"Adjusted VPN tunnel keepalive, corrected MTU mismatch, monitored session stability for 2 hours.",0.94,false,false,false,VPN,Portal,ERP Network Path,12,NOC,erp slow lan packet loss switch port,KB-NET-006,1. Check VPN logs; 2. Test ping with large packet; 3. Adjust MTU to 1400; 4. Update keepalive; 5. Monitor stability,Neutral,Org-wide
INC-0420,2026-01-18 06:30:00,Suspicious PowerShell activity on Admin Console,EDR flagged encoded PowerShell execution on Admin Console. Process spawned from user context. Possible malware dropper.,Security,Brute Force Attempt,Medium,SOC,"Revoked elevated session, reviewed sudo logs, patched sudoers config.",0.92,false,true,false,Endpoint,Phone,Admin Console,4,SOC,phishing email credential harvesting,KB-SEC-045,1. Isolate host in EDR; 2. Kill malicious process; 3. Extract IOC; 4. Force password reset; 5. Submit forensics ticket,Frustrated,Team
INC-0144,2026-01-08 11:38:00,Backup job not completing on Web Server,ESXi host managing Web Server became unresponsive. VMs migrated but need root cause analysis.,Infrastructure,OS Patch Failure,High,InfraOps,"Identified noisy workload, tuned resource limits, rebalanced pods across nodes.",0.66,false,true,false,Dev,Phone,Web Server,8,InfraOps,load balancer down,KB-INF-041,1. Identify high-CPU pod; 2. Review resource requests/limits; 3. Tune HPA thresholds; 4. Drain node; 5. Rebalance workloads,Neutral,Department
INC-0399,2026-01-17 12:04:00,Mobile App returning 500 error on submit,Data entered in Mobile App is not propagating to the downstream analytics pipeline causing stale reports.,Application,Configuration Error,Medium,App Support,"Rotated notification service API keys, updated secrets vault, restarted worker.",0.71,false,false,false,Prod,Portal,Mobile App,12,App Support,slow dashboard query timeout,KB-APP-010,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Neutral,Single User
INC-0183,2026-01-09 21:07:00,Users unable to login to Mobile App after patch,The Mobile App invoice export feature generates a 500 Internal Server Error when PDFs exceed 2 MB.,Application,UI Rendering Issue,Medium,App Support,"Patched UIKit dependency conflict in iOS build, released v2.1.5 hotfix.",0.79,false,false,false,Prod,Portal,Mobile App,12,App Support,slow dashboard query timeout,KB-APP-026,1. Check app logs; 2. Identify error trace; 3. Rollback middleware; 4. Clear cache; 5. Smoke test login,Neutral,Department
INC-0617,2026-01-25 05:22:00,Replication lag on Redis Cache reporting replica,Redis Cache replica is 25 minutes behind primary. BI reports showing stale data. Business impact on dashboards.,Database,Connection Pool Exhausted,High,DBA,"Extended tablespace by 200 GB, archived historical records, updated autogrow policy.",0.68,false,true,true,Staging,Phone,Redis Cache,8,DBA,connection pool exhausted peak load,KB-DB-033,1. Check replication lag; 2. Identify blocking query; 3. Kill blocker; 4. Restart replica agent; 5. Monitor lag trend,Urgent,Team
INC-0581,2026-01-23 22:47:00,Replication lag on Redis Cache reporting replica,Redis Cache replica is 25 minutes behind primary. BI reports showing stale data. Business impact on dashboards.,Database,Connection Pool Exhausted,Low,DBA,"Restarted replication worker, cleared blocking lock, resynced replica, validated lag under 5 seconds.",0.94,false,true,true,Staging,Email,Redis Cache,8,DBA,replica lag stale reporting data,KB-DB-041,1. Query pg_locks; 2. Identify conflicting PIDs; 3. Terminate deadlock; 4. Adjust locking strategy; 5. Test transaction flow,Urgent,Single User
INC-0851,2026-02-02 12:46:00,MFA device lost for Cloud Console admin,User onboarding completed but Cloud Console access role was not provisioned in the identity system.,Access Management,Password Reset,High,IAM Helpdesk,"Created time-limited privileged access with audit logging enabled, notified CISO.",0.93,false,true,true,Prod,Portal,Cloud Console,24,IAM Helpdesk,rbac excess permission developer production,KB-IAM-034,1. Verify identity in HR system; 2. Assign role in IAM; 3. Sync group memberships; 4. Test login; 5. Notify user,Neutral,Team
INC-0296,2026-01-13 20:47:00,PDF export failing on Notification Service,Push notifications from Notification Service stopped firing after the Twilio credentials were rotated.,Application,Document Generation,Low,App Support,"Added missing composite index on report query, reduced response time from 45s to 1.2s.",0.75,false,false,false,Prod,Phone,Notification Service,12,App Support,slow dashboard query timeout,KB-APP-024,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Urgent,Department
INC-0695,2026-01-27 23:36:00,DHCP exhaustion on DHCP Server scope,Post-change window the DHCP Server is blocking port 443 traffic from app servers to payment API.,Network,Bandwidth Saturation,Medium,NOC,"Restarted DNS resolver service, flushed cache, validated A and CNAME records.",0.76,false,true,false,VPN,Phone,DHCP Server,12,NOC,vpn disconnect every 10 minutes branch office,KB-NET-013,1. nslookup internal host; 2. Check DNS service status; 3. Restart resolver; 4. Flush client cache; 5. Validate resolution,Urgent,Department
INC-0252,2026-01-12 07:45:00,PDF export failing on HR Portal,Mobile app for HR Portal crashes on launch for iOS 17 users after the v2.1.4 release.,Application,API Timeout,High,App Support,"Fixed null pointer in PDF template renderer, redeployed document service.",0.7,false,true,false,Prod,Phone,HR Portal,12,App Support,pdf export internal server error,KB-APP-005,1. Reproduce locally; 2. Capture stack trace; 3. Fix template null handling; 4. Redeploy; 5. Validate PDF export,Neutral,Team
INC-0760,2026-01-30 07:12:00,BGP route flapping causing Distribution Switch instability,Post-change window the Distribution Switch is blocking port 443 traffic from app servers to payment API.,Network,VPN Connectivity,Medium,NOC,"Reset BGP session with ISP, filtered flapping prefixes, confirmed stable routing table.",0.84,false,true,true,VPN,Chat,Distribution Switch,12,NOC,dhcp lease exhaustion subnet,KB-NET-018,1. Check VPN logs; 2. Test ping with large packet; 3. Adjust MTU to 1400; 4. Update keepalive; 5. Monitor stability,Neutral,Org-wide
INC-0138,2026-01-08 06:26:00,Hypervisor unresponsive for NFS Storage,The NFS Storage is experiencing critical resource exhaustion. Monitoring alerts fired at 21:42. Users reported partial functionality loss.,Infrastructure,Compute Performance,High,InfraOps,"Cleared old log files, extended volume by 100 GB, restarted failed service.",0.75,false,true,false,Prod,Email,NFS Storage,8,InfraOps,memory leak service,KB-INF-036,1. SSH to server; 2. Run df -h; 3. Archive logs older than 30 days; 4. Extend LVM volume; 5. Restart service; 6. Verify alert cleared,Urgent,Org-wide
INC-0311,2026-01-14 09:13:00,Notification Service returning 500 error on submit,The Notification Service invoice export feature generates a 500 Internal Server Error when PDFs exceed 2 MB.,Application,UI Rendering Issue,Medium,App Support,"Rotated notification service API keys, updated secrets vault, restarted worker.",0.82,false,true,false,Dev,Chat,Notification Service,12,App Support,notification service credentials expired,KB-APP-015,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Neutral,Team
INC-0398,2026-01-17 11:25:00,Mobile app crashing on Invoice Service launch,Dashboard on Invoice Service taking over 45 seconds to load for date ranges beyond 90 days.,Application,Data Sync Failure,High,App Support,"Fixed broken Kafka consumer group offset, reprocessed missed messages.",0.88,false,true,false,Dev,Phone,Invoice Service,12,App Support,slow dashboard query timeout,KB-APP-010,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Frustrated,Department
INC-0753,2026-01-30 00:56:00,Packet loss to DHCP Server affecting users,DHCP Server subnet ran out of DHCP leases. New devices unable to obtain IP addresses.,Network,Switch Port Failure,Medium,NOC,"Expanded DHCP scope by 50 addresses, reduced lease time, identified and removed stale reservations.",0.87,false,false,false,Prod,Chat,DHCP Server,12,NOC,vpn disconnect every 10 minutes branch office,KB-NET-018,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Frustrated,Department
INC-0422,2026-01-18 07:48:00,Abnormal data transfer volume from Email Gateway,SSL certificate on Email Gateway expired 3 days ago. Users see browser security warning.,Security,Insider Threat,Medium,SOC,"Revoked elevated session, reviewed sudo logs, patched sudoers config.",0.59,true,true,false,Cloud,Email,Email Gateway,4,SOC,suspicious powershell encoded command endpoint,KB-SEC-019,1. Isolate host in EDR; 2. Kill malicious process; 3. Extract IOC; 4. Force password reset; 5. Submit forensics ticket,Urgent,Team
INC-0669,2026-01-27 02:03:00,Bandwidth saturation on uplink to ISP Link,Distribution switch port hosting ISP Link segment showing CRC errors and interface flaps.,Network,LAN Packet Loss,Medium,NOC,"Restarted DNS resolver service, flushed cache, validated A and CNAME records.",0.68,false,false,false,VPN,Chat,ISP Link,12,NOC,dhcp lease exhaustion subnet,KB-NET-047,1. Check VPN logs; 2. Test ping with large packet; 3. Adjust MTU to 1400; 4. Update keepalive; 5. Monitor stability,Neutral,Org-wide
INC-0452,2026-01-19 09:18:00,Unauthorized privilege escalation attempt on Finance Laptop,Behavioural analytics flagged file encryption pattern on endpoint near Finance Laptop.,Security,Insider Threat,Medium,SOC,"Quarantined phishing emails, blocked malicious domain, issued user awareness alert.",0.67,false,true,false,Prod,Portal,Finance Laptop,4,SOC,ssl certificate expired,KB-SEC-037,1. Quarantine emails; 2. Block domain in proxy; 3. Notify affected users; 4. Reset credentials if clicked; 5. Update filter rules,Frustrated,Department
INC-0137,2026-01-08 05:58:00,OS patch failed on Cron Service,Memory utilization on Cron Service climbing steadily since last deployment. GC pauses increasing response latency.,Infrastructure,Storage I/O Bottleneck,Low,InfraOps,"Cleared old log files, extended volume by 100 GB, restarted failed service.",0.6,true,true,false,Staging,Email,Cron Service,8,InfraOps,disk full server,KB-INF-049,1. Boot into rescue mode; 2. Identify failed kernel; 3. Rollback with grub; 4. Reboot; 5. Validate services,Neutral,Org-wide
INC-0493,2026-01-20 19:56:00,Unauthorized privilege escalation attempt on File Server,Privilege escalation attempt detected on File Server. Sudo command executed outside change window.,Security,Ransomware Alert,Critical,SOC,"Renewed certificate, updated load balancer config, validated HTTPS handshake.",0.69,true,true,false,Endpoint,Phone,File Server,4,SOC,suspicious powershell encoded command endpoint,KB-SEC-011,1. Block source IPs in firewall; 2. Enable conditional access; 3. Force MFA; 4. Notify account owner; 5. Review auth logs,Neutral,Org-wide
INC-0299,2026-01-13 23:05:00,Email notifications not sending from Reporting Dashboard,Data entered in Reporting Dashboard is not propagating to the downstream analytics pipeline causing stale reports.,Application,Document Generation,Medium,App Support,"Rotated notification service API keys, updated secrets vault, restarted worker.",0.87,false,true,false,Dev,Email,Reporting Dashboard,12,App Support,slow dashboard query timeout,KB-APP-003,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Urgent,Single User
INC-0968,2026-02-06 15:41:00,MFA device lost for HRMS admin,SSO federation between HRMS and identity provider returning SAML assertion mismatch error.,Access Management,Password Reset,High,IAM Helpdesk,"Disabled account, revoked VPN and SaaS group memberships, initiated access audit review.",0.83,false,true,true,Cloud,Chat,HRMS,24,IAM Helpdesk,mfa device lost admin locked,KB-IAM-029,1. Disable account immediately; 2. Remove all group memberships; 3. Revoke API tokens; 4. Log offboarding action; 5. Notify manager,Urgent,Department
INC-0024,2026-01-04 05:31:00,VM disk usage alert on Backup Agent,The Backup Agent is experiencing critical resource exhaustion. Monitoring alerts fired at 19:22. Users reported intermittent errors.,Infrastructure,Server Storage,Low,InfraOps,"Restarted backup agent, cleared stale lock file, confirmed successful backup.",0.74,false,true,true,Staging,Email,Backup Agent,8,InfraOps,memory leak service,KB-INF-008,1. Boot into rescue mode; 2. Identify failed kernel; 3. Rollback with grub; 4. Reboot; 5. Validate services,Urgent,Department
INC-0287,2026-01-13 13:28:00,Mobile App returning 500 error on submit,Dashboard on Mobile App taking over 45 seconds to load for date ranges beyond 90 days.,Application,Performance Degradation,High,App Support,"Fixed null pointer in PDF template renderer, redeployed document service.",0.68,false,true,false,Staging,Chat,Mobile App,12,App Support,login session expired after release,KB-APP-043,1. Reproduce locally; 2. Capture stack trace; 3. Fix template null handling; 4. Redeploy; 5. Validate PDF export,Neutral,Single User
INC-0749,2026-01-29 21:38:00,Firewall blocking legitimate traffic to Distribution Switch,Internal DNS not resolving hostnames for Distribution Switch. Applications timing out on service discovery.,Network,DHCP Exhaustion,High,NOC,"Replaced faulty switch port, reset interface error counters, confirmed packet loss resolved.",0.95,false,true,false,Prod,Chat,Distribution Switch,12,NOC,bandwidth saturation internet uplink,KB-NET-039,1. Check VPN logs; 2. Test ping with large packet; 3. Adjust MTU to 1400; 4. Update keepalive; 5. Monitor stability,Urgent,Team
INC-0072,2026-01-05 22:30:00,OS patch failed on Kubernetes Cluster,Memory utilization on Kubernetes Cluster climbing steadily since last deployment. GC pauses increasing response latency.,Infrastructure,Compute Performance,High,InfraOps,"Rebooted ESXi host after clearing HA alarm, validated VM availability.",0.92,false,false,false,Prod,Phone,Kubernetes Cluster,8,InfraOps,backup agent not running,KB-INF-023,1. SSH to server; 2. Run df -h; 3. Archive logs older than 30 days; 4. Extend LVM volume; 5. Restart service; 6. Verify alert cleared,Neutral,Department
INC-0490,2026-01-20 17:42:00,Unauthorized privilege escalation attempt on Cloud IAM,SSL certificate on Cloud IAM expired 3 days ago. Users see browser security warning.,Security,Endpoint Threat,Medium,SOC,"Disabled user account, retrieved transfer logs, initiated DLP policy review.",0.77,false,false,false,Prod,Email,Cloud IAM,4,SOC,data exfiltration dlp alert,KB-SEC-049,1. Quarantine emails; 2. Block domain in proxy; 3. Notify affected users; 4. Reset credentials if clicked; 5. Update filter rules,Frustrated,Team
INC-0754,2026-01-30 01:56:00,DNS resolution failure impacting DNS Server,ISP DNS Server reporting BGP session resets causing intermittent route withdrawals.,Network,Firewall Misconfiguration,Medium,NOC,"Implemented QoS policy, throttled backup window to off-hours, upgraded uplink to 1 Gbps.",0.9,false,true,false,Prod,Email,DNS Server,12,NOC,bandwidth saturation internet uplink,KB-NET-027,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Urgent,Team
INC-0537,2026-01-22 09:45:00,Replication lag on Redis Cache reporting replica,Application server connection pool to Redis Cache fully exhausted during peak load. New requests queuing.,Database,Connection Pool Exhausted,Low,DBA,"Added composite index on date and status columns, rewrote subquery, reduced execution time from 60s to 0.9s.",0.73,false,true,true,Prod,Email,Redis Cache,8,DBA,connection pool exhausted peak load,KB-DB-020,1. Run EXPLAIN ANALYZE; 2. Identify sequential scan; 3. CREATE INDEX CONCURRENTLY; 4. Re-run query; 5. Monitor execution plan,Urgent,Team
INC-0522,2026-01-21 20:53:00,Schema migration failed on MongoDB Cluster,MongoDB Cluster tablespace is 98% full. Insert operations failing. Application throwing database write errors.,Database,Deadlock,Low,DBA,"Fixed constraint by backfilling null values, reran migration, validated schema integrity.",0.95,false,false,false,Prod,Chat,MongoDB Cluster,8,DBA,slow query dashboard timeout postgres,KB-DB-041,1. Run EXPLAIN ANALYZE; 2. Identify sequential scan; 3. CREATE INDEX CONCURRENTLY; 4. Re-run query; 5. Monitor execution plan,Urgent,Team
INC-0868,2026-02-03 03:06:00,Contractor account still active on VPN Access after exit,User account on VPN Access should have been deactivated upon contract end date 2 weeks ago.,Access Management,Password Reset,Medium,IAM Helpdesk,"Removed excess permission, applied principle of least privilege, updated RBAC policy.",0.76,false,true,true,Cloud,Portal,VPN Access,24,IAM Helpdesk,new joiner hrms access missing provisioning,KB-IAM-032,1. Disable account immediately; 2. Remove all group memberships; 3. Revoke API tokens; 4. Log offboarding action; 5. Notify manager,Urgent,Team
INC-0822,2026-02-01 11:57:00,DNS resolution failure impacting WiFi Controller,Distribution switch port hosting WiFi Controller segment showing CRC errors and interface flaps.,Network,BGP Route Flap,Medium,NOC,"Added missing firewall rule for payment API CIDR, tested end-to-end HTTPS flow.",0.6,true,false,false,Cloud,Chat,WiFi Controller,12,NOC,bandwidth saturation internet uplink,KB-NET-031,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Urgent,Team
INC-0661,2026-01-26 19:20:00,BGP route flapping causing Branch VPN instability,Internet uplink to Branch VPN saturated at 98% during business hours. Streaming and backups competing.,Network,Bandwidth Saturation,High,NOC,"Adjusted VPN tunnel keepalive, corrected MTU mismatch, monitored session stability for 2 hours.",0.61,true,false,false,VPN,Chat,Branch VPN,12,NOC,erp slow lan packet loss switch port,KB-NET-038,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Frustrated,Department
INC-0934,2026-02-05 11:12:00,Request for privileged access to Identity Platform,SSO federation between Identity Platform and identity provider returning SAML assertion mismatch error.,Access Management,MFA Issue,High,IAM Helpdesk,"Created time-limited privileged access with audit logging enabled, notified CISO.",0.87,false,false,false,Cloud,Email,Identity Platform,24,IAM Helpdesk,contractor account active after offboarding,KB-IAM-024,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Urgent,Department
INC-0229,2026-01-11 11:44:00,Mobile App returning 500 error on submit,Push notifications from Mobile App stopped firing after the Twilio credentials were rotated.,Application,Authentication Bug,Low,App Support,"Patched UIKit dependency conflict in iOS build, released v2.1.5 hotfix.",0.73,false,true,false,Staging,Portal,Mobile App,12,App Support,kafka consumer offset lag,KB-APP-022,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Urgent,Single User
INC-0496,2026-01-20 22:56:00,Suspicious PowerShell activity on File Server,SIEM rule triggered on File Server: 47 failed logins in 5 minutes from IPs in Eastern Europe.,Security,Privilege Escalation,Medium,SOC,"Disabled user account, retrieved transfer logs, initiated DLP policy review.",0.94,false,false,false,Prod,Phone,File Server,4,SOC,data exfiltration dlp alert,KB-SEC-022,1. Isolate host in EDR; 2. Kill malicious process; 3. Extract IOC; 4. Force password reset; 5. Submit forensics ticket,Frustrated,Team
INC-0771,2026-01-30 16:27:00,Packet loss to DHCP Server affecting users,Internet uplink to DHCP Server saturated at 98% during business hours. Streaming and backups competing.,Network,VPN Connectivity,Medium,NOC,"Reset BGP session with ISP, filtered flapping prefixes, confirmed stable routing table.",0.73,false,false,false,Prod,Portal,DHCP Server,12,NOC,dns resolution failure internal hostname,KB-NET-044,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Urgent,Department
INC-0080,2026-01-06 05:32:00,Hypervisor unresponsive for NFS Storage,Post-maintenance window the NFS Storage failed to boot correctly. Root cause appears to be a failed kernel update.,Infrastructure,Hypervisor Issue,High,InfraOps,"Identified noisy workload, tuned resource limits, rebalanced pods across nodes.",0.82,false,false,false,Prod,Portal,NFS Storage,8,InfraOps,cpu spike kubernetes,KB-INF-012,1. Identify high-CPU pod; 2. Review resource requests/limits; 3. Tune HPA thresholds; 4. Drain node; 5. Rebalance workloads,Urgent,Team
INC-0896,2026-02-04 02:46:00,Request for privileged access to HRMS,User onboarding completed but HRMS access role was not provisioned in the identity system.,Access Management,Password Reset,Critical,IAM Helpdesk,"Created time-limited privileged access with audit logging enabled, notified CISO.",0.94,false,false,false,Cloud,Email,HRMS,24,IAM Helpdesk,saml sso assertion mismatch,KB-IAM-047,1. Verify identity in HR system; 2. Assign role in IAM; 3. Sync group memberships; 4. Test login; 5. Notify user,Frustrated,Single User
INC-0169,2026-01-09 08:52:00,Load balancer health check failing for Payroll Server,Memory utilization on Payroll Server climbing steadily since last deployment. GC pauses increasing response latency.,Infrastructure,OS Patch Failure,Medium,InfraOps,"Cleared old log files, extended volume by 100 GB, restarted failed service.",0.65,false,false,false,Dev,Email,Payroll Server,8,InfraOps,cpu spike kubernetes,KB-INF-049,1. SSH to server; 2. Run df -h; 3. Archive logs older than 30 days; 4. Extend LVM volume; 5. Restart service; 6. Verify alert cleared,Urgent,Team
INC-0957,2026-02-06 06:26:00,SSO not working for GitLab federation,User onboarding completed but GitLab access role was not provisioned in the identity system.,Access Management,MFA Issue,Low,IAM Helpdesk,"Updated SAML attribute mapping, refreshed metadata, tested SP-initiated SSO flow.",0.86,false,true,false,Cloud,Email,GitLab,24,IAM Helpdesk,contractor account active after offboarding,KB-IAM-004,1. Disable account immediately; 2. Remove all group memberships; 3. Revoke API tokens; 4. Log offboarding action; 5. Notify manager,Urgent,Department
INC-0123,2026-01-07 17:43:00,Backup job not completing on Backup Agent,The Backup Agent is experiencing critical resource exhaustion. Monitoring alerts fired at 09:29. Users reported intermittent errors.,Infrastructure,Backup Failure,Medium,InfraOps,"Identified noisy workload, tuned resource limits, rebalanced pods across nodes.",0.94,false,false,false,Dev,Portal,Backup Agent,8,InfraOps,load balancer down,KB-INF-033,1. Identify high-CPU pod; 2. Review resource requests/limits; 3. Tune HPA thresholds; 4. Drain node; 5. Rebalance workloads,Frustrated,Department
INC-0465,2026-01-19 20:33:00,Suspicious PowerShell activity on Email Gateway,SIEM rule triggered on Email Gateway: 47 failed logins in 5 minutes from IPs in Eastern Europe.,Security,Ransomware Alert,Critical,SOC,"Revoked elevated session, reviewed sudo logs, patched sudoers config.",0.92,false,false,false,Prod,Email,Email Gateway,4,SOC,suspicious powershell encoded command endpoint,KB-SEC-009,1. Quarantine emails; 2. Block domain in proxy; 3. Notify affected users; 4. Reset credentials if clicked; 5. Update filter rules,Urgent,Department
INC-0441,2026-01-19 00:27:00,Unusual access pattern from VPN Gateway account,SIEM rule triggered on VPN Gateway: 47 failed logins in 5 minutes from IPs in Eastern Europe.,Security,Ransomware Alert,Low,SOC,"Disabled user account, retrieved transfer logs, initiated DLP policy review.",0.65,false,true,false,Cloud,Email,VPN Gateway,4,SOC,ssl certificate expired,KB-SEC-030,1. Quarantine emails; 2. Block domain in proxy; 3. Notify affected users; 4. Reset credentials if clicked; 5. Update filter rules,Frustrated,Department
INC-0906,2026-02-04 11:32:00,Contractor account still active on VPN Access after exit,User entered incorrect password 5 times. VPN Access account locked. Urgent as user is presenting to client.,Access Management,RBAC Misconfiguration,Medium,IAM Helpdesk,"Disabled account, revoked VPN and SaaS group memberships, initiated access audit review.",0.92,false,true,false,Prod,Email,VPN Access,24,IAM Helpdesk,saml sso assertion mismatch,KB-IAM-037,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Urgent,Team
INC-0960,2026-02-06 09:20:00,Contractor account still active on Cloud Console after exit,Admin lost access to MFA device for Cloud Console. Unable to complete authentication challenge.,Access Management,Deprovisioning,Medium,IAM Helpdesk,"Reset password, unlocked account, enforced new password policy, confirmed user access.",0.96,false,true,true,Prod,Email,Cloud Console,24,IAM Helpdesk,contractor account active after offboarding,KB-IAM-033,1. Disable account immediately; 2. Remove all group memberships; 3. Revoke API tokens; 4. Log offboarding action; 5. Notify manager,Urgent,Single User
INC-0367,2026-01-16 09:27:00,HR Portal returning 500 error on submit,Data entered in HR Portal is not propagating to the downstream analytics pipeline causing stale reports.,Application,Integration Error,Low,App Support,"Added missing composite index on report query, reduced response time from 45s to 1.2s.",0.66,false,false,false,Dev,Portal,HR Portal,12,App Support,slow dashboard query timeout,KB-APP-039,1. Check app logs; 2. Identify error trace; 3. Rollback middleware; 4. Clear cache; 5. Smoke test login,Frustrated,Team
INC-0076,2026-01-06 01:30:00,Hypervisor unresponsive for Web Server,Backup agent on Web Server has not reported success for the past 3 days. Business continuity at risk.,Infrastructure,Storage I/O Bottleneck,High,InfraOps,"Identified memory leak in app v2.3.1, patched and redeployed service.",0.68,false,false,false,Staging,Chat,Web Server,8,InfraOps,os patch failure vm,KB-INF-003,1. Boot into rescue mode; 2. Identify failed kernel; 3. Rollback with grub; 4. Reboot; 5. Validate services,Neutral,Single User
INC-0734,2026-01-29 08:59:00,Branch office DHCP Server unstable,ISP DHCP Server reporting BGP session resets causing intermittent route withdrawals.,Network,LAN Packet Loss,Critical,NOC,"Implemented QoS policy, throttled backup window to off-hours, upgraded uplink to 1 Gbps.",0.99,false,false,false,Cloud,Portal,DHCP Server,12,NOC,erp slow lan packet loss switch port,KB-NET-045,1. nslookup internal host; 2. Check DNS service status; 3. Restart resolver; 4. Flush client cache; 5. Validate resolution,Frustrated,Single User
INC-0707,2026-01-28 09:59:00,DNS resolution failure impacting DNS Server,Distribution switch port hosting DNS Server segment showing CRC errors and interface flaps.,Network,BGP Route Flap,High,NOC,"Restarted DNS resolver service, flushed cache, validated A and CNAME records.",0.55,true,true,false,Cloud,Email,DNS Server,12,NOC,firewall blocking https port 443,KB-NET-026,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Urgent,Team
INC-0928,2026-02-05 06:01:00,Account expired but user still active in Finance Portal,Third party contractor account on Finance Portal remained enabled 5 days after offboarding date passed.,Access Management,MFA Issue,High,IAM Helpdesk,"Assigned HRMS employee role, synced group membership, confirmed login successful.",0.61,true,true,false,Prod,Portal,Finance Portal,24,IAM Helpdesk,rbac excess permission developer production,KB-IAM-039,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Urgent,Team
INC-0926,2026-02-05 04:36:00,MFA device lost for SSO Provider admin,Admin lost access to MFA device for SSO Provider. Unable to complete authentication challenge.,Access Management,Deprovisioning,Medium,IAM Helpdesk,"Reset password, unlocked account, enforced new password policy, confirmed user access.",0.84,false,true,true,Prod,Chat,SSO Provider,24,IAM Helpdesk,contractor account active after offboarding,KB-IAM-045,1. Verify identity in HR system; 2. Assign role in IAM; 3. Sync group memberships; 4. Test login; 5. Notify user,Frustrated,Department
INC-0996,2026-02-07 16:06:00,New employee cannot access Identity Platform,Third party contractor account on Identity Platform remained enabled 5 days after offboarding date passed.,Access Management,Password Reset,Low,IAM Helpdesk,"Created time-limited privileged access with audit logging enabled, notified CISO.",0.94,false,true,true,Cloud,Phone,Identity Platform,24,IAM Helpdesk,new joiner hrms access missing provisioning,KB-IAM-009,1. Disable account immediately; 2. Remove all group memberships; 3. Revoke API tokens; 4. Log offboarding action; 5. Notify manager,Frustrated,Team
INC-0042,2026-01-04 20:36:00,CPU spike on ESXi Host causing slowdowns,Automated threshold breach detected on ESXi Host. Disk utilization crossed 92% causing batch job failures.,Infrastructure,VM Provisioning,Medium,InfraOps,"Identified noisy workload, tuned resource limits, rebalanced pods across nodes.",0.8,false,true,false,Staging,Chat,ESXi Host,8,InfraOps,disk full server,KB-INF-046,1. Identify high-CPU pod; 2. Review resource requests/limits; 3. Tune HPA thresholds; 4. Drain node; 5. Rebalance workloads,Urgent,Department
INC-0657,2026-01-26 15:40:00,Schema migration failed on HR Database,Nightly backup for HR Database completed but verification checksum mismatch found.,Database,Connection Pool Exhausted,Medium,DBA,"Extended tablespace by 200 GB, archived historical records, updated autogrow policy.",0.6,true,true,true,Staging,Portal,HR Database,8,DBA,slow query dashboard timeout postgres,KB-DB-029,1. Check replication lag; 2. Identify blocking query; 3. Kill blocker; 4. Restart replica agent; 5. Monitor lag trend,Neutral,Department
INC-0736,2026-01-29 10:46:00,Firewall blocking legitimate traffic to WiFi Controller,ISP WiFi Controller reporting BGP session resets causing intermittent route withdrawals.,Network,LAN Packet Loss,Medium,NOC,"Reset BGP session with ISP, filtered flapping prefixes, confirmed stable routing table.",0.82,false,true,false,Prod,Chat,WiFi Controller,12,NOC,vpn disconnect every 10 minutes branch office,KB-NET-035,1. Check VPN logs; 2. Test ping with large packet; 3. Adjust MTU to 1400; 4. Update keepalive; 5. Monitor stability,Urgent,Single User
